,Date,Rented Bike Count,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
1014,132,92,6,-14.9,45,2.3,2000,-24.2,0.0,0.0,0.0,3,1,1
1015,132,189,7,-15.1,45,0.9,2000,-24.4,0.0,0.0,0.0,3,1,1
1016,132,419,8,-15.1,44,1.2,2000,-24.6,0.0,0.0,0.0,3,1,1
1017,132,196,9,-14.9,40,1.2,1999,-25.5,0.16,0.0,0.0,3,1,1
1018,132,119,10,-13.0,37,2.2,1960,-24.6,0.59,0.0,0.0,3,1,1
1019,132,140,11,-11.2,31,2.4,1944,-25.0,0.94,0.0,0.0,3,1,1
1020,132,178,12,-9.6,27,2.0,1945,-25.1,1.17,0.0,0.0,3,1,1
1021,132,177,13,-8.2,29,2.0,1920,-23.1,1.19,0.0,0.0,3,1,1
1022,132,173,14,-7.2,28,2.3,1990,-22.6,1.14,0.0,0.0,3,1,1
1023,132,177,15,-6.5,26,2.4,1987,-22.8,0.96,0.0,0.0,3,1,1
1024,132,196,16,-5.8,21,1.1,2000,-24.6,0.66,0.0,0.0,3,1,1
1025,132,259,17,-6.5,22,1.5,2000,-24.7,0.28,0.0,0.0,3,1,1
1026,132,405,18,-7.5,28,2.0,2000,-22.9,0.02,0.0,0.0,3,1,1
1027,132,273,19,-8.2,32,1.1,2000,-22.0,0.0,0.0,0.0,3,1,1
1028,132,210,20,-7.9,31,1.4,2000,-22.1,0.0,0.0,0.0,3,1,1
1029,132,184,21,-7.4,33,1.4,2000,-20.9,0.0,0.0,0.0,3,1,1
1030,132,186,22,-6.9,39,1.6,2000,-18.5,0.0,0.0,0.0,3,1,1
1031,132,144,23,-6.7,36,1.3,1821,-19.3,0.0,0.0,0.0,3,1,1
1032,144,152,0,-6.6,39,1.6,1930,-18.2,0.0,0.0,0.0,3,1,1
1033,144,168,1,-6.5,45,0.5,1964,-16.4,0.0,0.0,0.0,3,1,1
1034,144,145,2,-6.4,40,0.9,2000,-17.8,0.0,0.0,0.0,3,1,1
1035,144,77,3,-6.5,42,0.7,1996,-17.3,0.0,0.0,0.0,3,1,1
1036,144,47,4,-6.4,46,0.8,1993,-16.1,0.0,0.0,0.0,3,1,1
1037,144,40,5,-6.3,51,0.8,2000,-14.8,0.0,0.0,0.0,3,1,1
1038,144,42,6,-6.4,59,0.6,887,-13.1,0.0,0.0,0.0,3,1,1
1039,144,43,7,-6.5,68,0.6,571,-11.4,0.0,0.0,0.0,3,1,1
1040,144,67,8,-6.5,72,0.8,670,-10.7,0.0,0.0,0.2,3,1,1
1041,144,102,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,3,1,1
1042,144,106,10,-5.5,72,0.7,1354,-9.7,0.29,0.0,0.6,3,1,1
1043,144,133,11,-4.8,70,1.0,1244,-9.4,0.21,0.0,0.6,3,1,1
1044,144,174,12,-3.7,66,1.1,1140,-9.1,0.45,0.2,0.4,3,1,1
1045,144,212,13,-2.5,62,1.4,1087,-8.7,0.66,0.0,0.0,3,1,1
1046,144,215,14,-1.8,62,0.7,936,-8.1,0.55,0.0,0.0,3,1,1
1047,144,251,15,-1.5,62,0.9,957,-7.8,0.28,0.0,0.0,3,1,1
1048,144,249,16,-1.2,63,0.9,876,-7.3,0.19,0.0,0.0,3,1,1
1049,144,277,17,-1.4,68,1.0,761,-6.5,0.11,0.0,0.0,3,1,1
1050,144,223,18,-2.6,73,1.0,684,-6.7,0.01,0.0,0.0,3,1,1
1051,144,167,19,-3.3,76,0.8,633,-6.9,0.0,0.0,0.0,3,1,1
1052,144,158,20,-3.9,78,1.1,596,-7.1,0.0,0.0,0.0,3,1,1
1053,144,156,21,-4.1,79,0.7,522,-7.2,0.0,0.0,0.0,3,1,1
1054,144,168,22,-4.3,81,0.4,435,-7.0,0.0,0.0,0.0,3,1,1
1055,144,131,23,-4.4,81,0.7,420,-7.1,0.0,0.0,0.0,3,1,1
1056,156,149,0,-4.4,81,0.7,414,-7.1,0.0,0.0,0.0,3,1,1
1057,156,150,1,-3.7,79,0.9,438,-6.8,0.0,0.0,0.0,3,1,1
1058,156,111,2,-3.5,78,1.0,444,-6.7,0.0,0.0,0.0,3,1,1
1059,156,79,3,-3.6,78,1.6,471,-6.8,0.0,0.0,0.0,3,1,1
1060,156,48,4,-4.0,79,1.2,453,-7.1,0.0,0.0,0.0,3,1,1
1061,156,29,5,-4.2,79,1.2,442,-7.3,0.0,0.0,0.0,3,1,1
1062,156,49,6,-4.3,79,1.1,433,-7.4,0.0,0.0,0.0,3,1,1
1063,156,59,7,-4.4,80,1.4,411,-7.3,0.0,0.0,0.0,3,1,1
1064,156,81,8,-3.8,79,0.8,412,-6.9,0.0,0.0,0.0,3,1,1
1065,156,118,9,-3.4,77,1.6,432,-6.8,0.12,0.0,0.0,3,1,1
1066,156,134,10,-2.1,72,1.7,489,-6.4,0.34,0.0,0.0,3,1,1
1067,156,174,11,-0.5,64,0.7,537,-6.4,0.49,0.0,0.0,3,1,1
1068,156,226,12,1.2,58,0.8,550,-6.1,0.74,0.0,0.0,3,1,1
1069,156,272,13,3.0,52,1.4,568,-5.9,0.9,0.0,0.0,3,1,1
1070,156,304,14,3.7,53,0.6,592,-5.0,0.74,0.0,0.0,3,1,1
1071,156,353,15,4.6,50,0.9,824,-4.9,0.62,0.0,0.0,3,1,1
1072,156,366,16,5.3,49,1.8,982,-4.5,0.43,0.0,0.0,3,1,1
1073,156,302,17,4.5,51,1.1,1244,-4.7,0.17,0.0,0.0,3,1,1
1074,156,250,18,4.1,53,1.3,1132,-4.6,0.0,0.0,0.0,3,1,1
1075,156,208,19,3.9,54,1.1,1102,-4.5,0.0,0.0,0.0,3,1,1
1076,156,210,20,3.5,55,1.0,1100,-4.7,0.0,0.0,0.0,3,1,1
1077,156,213,21,3.1,58,0.4,936,-4.3,0.0,0.0,0.0,3,1,1
1078,156,196,22,2.8,60,0.6,829,-4.2,0.0,0.0,0.0,3,1,1
1079,156,144,23,2.7,60,0.6,794,-4.3,0.0,0.0,0.0,3,1,1
1080,168,171,0,3.0,60,0.5,842,-4.0,0.0,0.0,0.0,3,1,1
1081,168,122,1,3.0,62,0.9,835,-3.5,0.0,0.0,0.0,3,1,1
1082,168,74,2,3.6,65,0.9,959,-2.3,0.0,0.0,0.0,3,1,1
1083,168,58,3,4.4,70,1.7,928,-0.6,0.0,0.0,0.0,3,1,1
1084,168,38,4,4.9,73,1.8,881,0.4,0.0,0.0,0.0,3,1,1
1085,168,55,5,5.0,76,1.9,808,1.1,0.0,0.0,0.0,3,1,1
1086,168,82,6,4.9,83,3.0,582,2.2,0.0,0.0,0.0,3,1,1
1087,168,209,7,4.4,87,1.0,357,2.4,0.0,0.0,0.0,3,1,1
1088,168,444,8,4.1,85,1.1,470,1.7,0.0,0.0,0.0,3,1,1
1089,168,303,9,3.9,86,1.7,399,1.7,0.11,0.2,0.0,3,1,1
1090,168,212,10,4.2,82,2.2,560,1.3,0.22,0.0,0.0,3,1,1
1091,168,254,11,4.7,75,2.3,533,0.6,0.54,0.0,0.0,3,1,1
1092,168,311,12,6.2,64,1.9,549,-0.1,0.79,0.0,0.0,3,1,1
1093,168,309,13,6.1,61,2.3,534,-0.8,0.91,0.0,0.0,3,1,1
1094,168,306,14,7.1,52,2.1,646,-2.1,0.76,0.0,0.0,3,1,1
1095,168,349,15,7.4,38,1.7,817,-6.0,0.63,0.0,0.0,3,1,1
1096,168,365,16,7.5,37,0.9,813,-6.2,0.48,0.0,0.0,3,1,1
1097,168,455,17,6.5,40,0.8,804,-6.1,0.23,0.0,0.0,3,1,1
1098,168,555,18,5.2,44,1.3,647,-6.0,0.0,0.0,0.0,3,1,1
1099,168,444,19,4.4,53,1.2,538,-4.3,0.0,0.0,0.0,3,1,1
1100,168,321,20,3.7,58,1.3,474,-3.8,0.0,0.0,0.0,3,1,1
1101,168,334,21,3.4,59,0.8,471,-3.8,0.0,0.0,0.0,3,1,1
1102,168,333,22,3.0,61,1.6,460,-3.8,0.0,0.0,0.0,3,1,1
1103,168,230,23,2.4,63,0.6,443,-3.9,0.0,0.0,0.0,3,1,1
1104,180,212,0,1.8,67,1.2,387,-3.6,0.0,0.0,0.0,3,1,1
1105,180,207,1,1.2,64,0.7,455,-4.8,0.0,0.0,0.0,3,1,1
1106,180,141,2,0.5,72,0.7,385,-3.9,0.0,0.0,0.0,3,1,1
1107,180,81,3,0.3,70,0.6,438,-4.5,0.0,0.0,0.0,3,1,1
1108,180,51,4,0.8,65,0.7,502,-5.0,0.0,0.0,0.0,3,1,1
1109,180,58,5,1.1,64,0.5,505,-4.9,0.0,0.0,0.0,3,1,1
1110,180,140,6,1.2,69,0.6,436,-3.8,0.0,0.0,0.0,3,1,1
1111,180,318,7,1.1,69,0.6,418,-3.9,0.0,0.0,0.0,3,1,1
1112,180,650,8,1.2,68,0.6,411,-4.0,0.0,0.0,0.0,3,1,1
1113,180,376,9,1.9,65,0.8,402,-3.9,0.06,0.0,0.0,3,1,1
1114,180,221,10,2.7,60,0.5,392,-4.3,0.18,0.0,0.0,3,1,1
1115,180,256,11,3.9,57,0.8,363,-3.8,0.28,0.0,0.0,3,1,1
1116,180,276,12,5.2,52,1.2,349,-3.8,0.45,0.0,0.0,3,1,1
1117,180,296,13,5.8,47,0.8,382,-4.6,0.53,0.0,0.0,3,1,1
1118,180,276,14,6.5,43,0.8,468,-5.2,0.52,0.0,0.0,3,1,1
1119,180,250,15,6.3,40,0.3,498,-6.3,0.19,0.0,0.0,3,1,1
1120,180,277,16,5.8,50,0.9,547,-3.8,0.11,0.0,0.0,3,1,1
1121,180,381,17,5.2,58,0.8,462,-2.4,0.08,0.0,0.0,3,1,1
1122,180,592,18,4.9,59,1.4,427,-2.4,0.0,0.0,0.0,3,1,1
1123,180,409,19,4.6,57,1.0,432,-3.2,0.0,0.0,0.0,3,1,1
1124,180,332,20,4.5,58,0.8,383,-3.0,0.0,0.0,0.0,3,1,1
1125,180,342,21,4.3,56,0.7,434,-3.7,0.0,0.0,0.0,3,1,1
1126,180,321,22,4.0,57,0.3,430,-3.7,0.0,0.0,0.0,3,1,1
1127,180,242,23,3.9,60,0.9,379,-3.1,0.0,0.0,0.0,3,1,1
1128,192,204,0,3.5,62,0.4,382,-3.1,0.0,0.0,0.0,3,1,1
1129,192,183,1,3.3,64,0.4,339,-2.8,0.0,0.0,0.0,3,1,1
1130,192,140,2,3.1,65,0.8,310,-2.8,0.0,0.0,0.0,3,1,1
1131,192,75,3,3.0,67,0.8,297,-2.5,0.0,0.0,0.0,3,1,1
1132,192,55,4,3.0,68,0.5,322,-2.3,0.0,0.0,0.0,3,1,1
1133,192,72,5,2.9,66,0.8,325,-2.8,0.0,0.0,0.0,3,1,1
1134,192,115,6,2.7,71,1.1,270,-2.0,0.0,0.0,0.0,3,1,1
1135,192,272,7,2.5,71,0.9,289,-2.2,0.0,0.0,0.0,3,1,1
1136,192,537,8,2.6,70,0.6,296,-2.3,0.0,0.0,0.0,3,1,1
1137,192,337,9,3.0,66,0.7,306,-2.7,0.12,0.0,0.0,3,1,1
1138,192,212,10,4.3,58,0.5,401,-3.2,0.23,0.0,0.0,3,1,1
1139,192,270,11,6.0,51,1.0,436,-3.3,0.55,0.0,0.0,3,1,1
1140,192,310,12,8.1,51,1.4,367,-1.4,0.75,0.0,0.0,3,1,1
1141,192,273,13,8.0,54,1.8,435,-0.7,0.57,0.0,0.0,3,1,1
1142,192,258,14,7.7,54,2.6,313,-1.0,0.58,0.0,0.0,3,1,1
1143,192,278,15,8.5,49,1.3,400,-1.6,0.73,0.0,0.0,3,1,1
1144,192,314,16,8.3,54,1.2,330,-0.4,0.44,0.0,0.0,3,1,1
1145,192,380,17,7.2,57,3.3,342,-0.7,0.19,0.0,0.0,3,1,1
1146,192,501,18,5.2,62,2.9,503,-1.5,0.01,0.0,0.0,3,1,1
1147,192,360,19,4.2,68,2.4,446,-1.1,0.0,0.0,0.0,3,1,1
1148,192,286,20,3.5,72,1.7,361,-1.0,0.0,0.0,0.0,3,1,1
1149,192,320,21,3.1,74,1.1,333,-1.0,0.0,0.0,0.0,3,1,1
1150,192,313,22,2.8,74,0.5,309,-1.3,0.0,0.0,0.0,3,1,1
1151,192,227,23,2.7,74,0.8,291,-1.4,0.0,0.0,0.0,3,1,1
1152,204,215,0,2.7,73,1.0,290,-1.6,0.0,0.0,0.0,3,1,1
1153,204,190,1,3.2,72,1.9,306,-1.3,0.0,0.0,0.0,3,1,1
1154,204,137,2,3.3,73,1.2,288,-1.0,0.0,0.0,0.0,3,1,1
1155,204,95,3,3.6,74,1.7,273,-0.6,0.0,0.0,0.0,3,1,1
1156,204,50,4,3.3,80,2.1,232,0.1,0.0,0.0,0.0,3,1,1
1157,204,68,5,2.6,82,2.0,229,-0.1,0.0,0.0,0.0,3,1,1
1158,204,107,6,2.2,82,2.0,211,-0.5,0.0,0.0,0.0,3,1,1
1159,204,279,7,1.5,86,1.1,189,-0.5,0.0,0.0,0.0,3,1,1
1160,204,537,8,1.1,86,1.2,197,-0.9,0.0,0.0,0.0,3,1,1
1161,204,305,9,1.2,84,2.1,210,-1.2,0.07,0.0,0.0,3,1,1
1162,204,188,10,1.4,81,2.1,255,-1.5,0.21,0.0,0.0,3,1,1
1163,204,261,11,1.8,75,1.8,301,-2.1,0.35,0.0,0.0,3,1,1
1164,204,267,12,2.5,72,2.4,256,-2.0,0.0,0.0,0.0,3,1,1
1165,204,307,13,3.5,54,3.2,463,-4.9,0.68,0.0,0.0,3,1,1
1166,204,301,14,4.4,42,2.3,719,-7.4,0.72,0.0,0.0,3,1,1
1167,204,269,15,4.2,36,2.3,957,-9.5,0.57,0.0,0.0,3,1,1
1168,204,328,16,3.6,42,2.4,883,-8.1,0.29,0.0,0.0,3,1,1
1169,204,416,17,2.8,46,2.1,858,-7.6,0.14,0.0,0.0,3,1,1
1170,204,506,18,2.0,39,2.1,1259,-10.5,0.01,0.0,0.0,3,1,1
1171,204,365,19,1.5,41,1.0,1210,-10.3,0.0,0.0,0.0,3,1,1
1172,204,303,20,1.1,44,1.2,1171,-9.8,0.0,0.0,0.0,3,1,1
1173,204,339,21,0.8,45,1.5,1184,-9.8,0.0,0.0,0.0,3,1,1
1174,204,318,22,0.7,45,2.0,1084,-9.9,0.0,0.0,0.0,3,1,1
1175,204,232,23,0.6,47,2.3,1046,-9.4,0.0,0.0,0.0,3,1,1
1176,216,211,0,0.3,45,1.8,1154,-10.2,0.0,0.0,0.0,3,1,1
1177,216,207,1,0.0,43,1.7,1250,-11.1,0.0,0.0,0.0,3,1,1
1178,216,140,2,-0.3,44,1.7,1295,-11.1,0.0,0.0,0.0,3,1,1
1179,216,93,3,-0.6,43,1.7,1316,-11.6,0.0,0.0,0.0,3,1,1
1180,216,58,4,-0.7,45,1.4,1241,-11.1,0.0,0.0,0.0,3,1,1
1181,216,61,5,-1.4,47,1.4,1301,-11.2,0.0,0.0,0.0,3,1,1
1182,216,151,6,-1.8,49,1.4,1359,-11.1,0.0,0.0,0.0,3,1,1
1183,216,334,7,-2.0,49,1.9,1281,-11.3,0.0,0.0,0.0,3,1,1
1184,216,648,8,-2.5,50,1.0,1281,-11.5,0.0,0.0,0.0,3,1,1
1185,216,387,9,-2.1,42,1.3,1519,-13.3,0.17,0.0,0.0,3,1,1
1186,216,255,10,0.0,29,1.3,1592,-15.9,0.52,0.0,0.0,3,1,1
1187,216,283,11,2.2,20,0.6,1794,-18.5,0.83,0.0,0.0,3,1,1
1188,216,341,12,4.3,28,1.5,1858,-12.6,0.98,0.0,0.0,3,1,1
1189,216,341,13,4.7,26,2.6,1370,-13.2,1.11,0.0,0.0,3,1,1
1190,216,349,14,4.7,24,3.6,1552,-14.2,1.08,0.0,0.0,3,1,1
1191,216,381,15,5.4,25,2.4,1686,-13.1,0.9,0.0,0.0,3,1,1
1192,216,390,16,4.9,27,2.8,1648,-12.5,0.65,0.0,0.0,3,1,1
1193,216,468,17,4.1,34,3.1,1810,-10.3,0.28,0.0,0.0,3,1,1
1194,216,702,18,2.9,45,1.6,1629,-7.8,0.04,0.0,0.0,3,1,1
1195,216,471,19,2.0,48,1.8,1519,-7.8,0.0,0.0,0.0,3,1,1
1196,216,342,20,1.2,51,0.6,1544,-7.8,0.0,0.0,0.0,3,1,1
1197,216,331,21,0.5,52,0.8,1595,-8.2,0.0,0.0,0.0,3,1,1
1198,216,292,22,0.0,56,0.8,1544,-7.7,0.0,0.0,0.0,3,1,1
1199,216,236,23,-0.5,59,0.9,1487,-7.5,0.0,0.0,0.0,3,1,1
1200,228,228,0,-0.6,60,0.6,1433,-7.4,0.0,0.0,0.0,3,1,1
1201,228,258,1,-0.9,64,0.4,1273,-6.8,0.0,0.0,0.0,3,1,1
1202,228,216,2,-0.9,65,0.6,1369,-6.6,0.0,0.0,0.0,3,1,1
1203,228,118,3,-0.9,65,0.2,1359,-6.6,0.0,0.0,0.0,3,1,1
1204,228,89,4,-0.7,65,0.6,1226,-6.4,0.0,0.0,0.0,3,1,1
1205,228,56,5,-0.3,62,0.6,862,-6.7,0.0,0.0,0.0,3,1,1
1206,228,50,6,-0.1,60,0.4,1080,-6.9,0.0,0.0,0.0,3,1,1
1207,228,101,7,0.2,60,0.3,1145,-6.6,0.0,0.0,0.0,3,1,1
1208,228,191,8,0.3,63,0.4,1140,-5.9,0.0,0.0,0.0,3,1,1
1209,228,234,9,0.9,63,0.9,1090,-5.3,0.07,0.0,0.0,3,1,1
1210,228,259,10,2.1,60,1.2,1005,-4.8,0.3,0.0,0.0,3,1,1
1211,228,285,11,3.7,59,1.8,978,-3.5,0.51,0.0,0.0,3,1,1
1212,228,325,12,5.3,55,2.6,904,-3.0,0.85,0.0,0.0,3,1,1
1213,228,356,13,6.3,55,3.0,792,-2.0,0.85,0.0,0.0,3,1,1
1214,228,334,14,5.9,61,3.2,623,-1.0,0.52,0.0,0.0,3,1,1
1215,228,406,15,6.3,55,3.0,355,-2.0,0.68,0.0,0.0,3,1,1
1216,228,352,16,6.6,42,3.0,355,-5.4,0.48,0.0,0.0,3,1,1
1217,228,377,17,5.7,53,1.8,276,-3.1,0.22,0.0,0.0,3,1,1
1218,228,283,18,4.6,55,3.2,232,-3.6,0.03,0.0,0.0,3,1,1
1219,228,223,19,3.5,66,1.7,187,-2.2,0.0,0.0,0.0,3,1,1
1220,228,219,20,2.9,66,1.2,173,-2.8,0.0,0.0,0.0,3,1,1
1221,228,220,21,2.1,48,2.8,346,-7.7,0.0,0.0,0.0,3,1,1
1222,228,232,22,1.5,48,2.4,422,-8.3,0.0,0.0,0.0,3,1,1
1223,228,164,23,0.8,53,1.7,382,-7.7,0.0,0.0,0.0,3,1,1
1224,240,196,0,-0.3,60,1.9,340,-7.1,0.0,0.0,0.0,3,1,1
1225,240,177,1,-0.8,58,0.4,400,-8.0,0.0,0.0,0.0,3,1,1
1226,240,107,2,-1.5,63,1.0,380,-7.6,0.0,0.0,0.0,3,1,1
1227,240,107,3,-2.0,60,0.5,474,-8.7,0.0,0.0,0.0,3,1,1
1228,240,73,4,-2.3,47,0.7,984,-12.1,0.0,0.0,0.0,3,1,1
1229,240,32,5,-2.6,49,1.1,1065,-11.8,0.0,0.0,0.0,3,1,1
1230,240,36,6,-3.1,54,1.4,1037,-11.1,0.0,0.0,0.0,3,1,1
1231,240,61,7,-3.2,54,1.2,1113,-11.2,0.0,0.0,0.0,3,1,1
1232,240,115,8,-3.6,53,0.5,1227,-11.8,0.0,0.0,0.0,3,1,1
1233,240,152,9,-3.2,46,0.8,1091,-13.2,0.15,0.0,0.0,3,1,1
1234,240,189,10,-1.3,37,0.8,1070,-14.1,0.47,0.0,0.0,3,1,1
1235,240,216,11,1.9,25,1.0,1493,-16.1,0.78,0.0,0.0,3,1,1
1236,240,271,12,3.9,30,1.6,1085,-12.1,0.91,0.0,0.0,3,1,1
1237,240,343,13,4.9,22,2.0,1446,-15.0,1.0,0.0,0.0,3,1,1
1238,240,340,14,5.4,18,1.2,1923,-17.0,0.96,0.0,0.0,3,1,1
1239,240,389,15,5.4,20,2.2,1890,-15.8,0.8,0.0,0.0,3,1,1
1240,240,396,16,4.7,17,2.1,2000,-18.3,0.55,0.0,0.0,3,1,1
1241,240,383,17,3.8,20,1.3,2000,-17.1,0.24,0.0,0.0,3,1,1
1242,240,295,18,2.5,24,2.0,2000,-16.0,0.02,0.0,0.0,3,1,1
1243,240,223,19,1.3,25,1.3,2000,-16.6,0.0,0.0,0.0,3,1,1
1244,240,258,20,0.3,27,0.4,2000,-16.5,0.0,0.0,0.0,3,1,1
1245,240,237,21,-0.1,29,0.5,2000,-16.0,0.0,0.0,0.0,3,1,1
1246,240,207,22,-0.3,32,0.7,2000,-15.0,0.0,0.0,0.0,3,1,1
1247,240,170,23,-0.4,32,0.6,2000,-15.1,0.0,0.0,0.0,3,1,1
1248,252,171,0,-0.2,30,0.4,2000,-15.7,0.0,0.0,0.0,3,1,1
1249,252,97,1,-0.2,32,0.7,2000,-14.9,0.0,0.0,0.0,3,1,1
1250,252,73,2,-0.2,33,1.4,2000,-14.5,0.0,0.0,0.0,3,1,1
1251,252,53,3,-0.3,31,0.3,2000,-15.4,0.0,0.0,0.0,3,1,1
1252,252,31,4,0.0,32,0.4,2000,-14.7,0.0,0.0,0.0,3,1,1
1253,252,60,5,0.0,32,0.7,2000,-14.7,0.0,0.0,0.0,3,1,1
1254,252,165,6,0.0,33,0.4,2000,-14.3,0.0,0.0,0.0,3,1,1
1255,252,316,7,-0.4,34,1.0,1989,-14.3,0.0,0.0,0.0,3,1,1
1256,252,683,8,-0.7,32,0.5,1991,-15.3,0.0,0.0,0.0,3,1,1
1257,252,365,9,0.1,33,0.8,1901,-14.3,0.06,0.0,0.0,3,1,1
1258,252,221,10,1.1,31,0.7,1898,-14.1,0.25,0.0,0.0,3,1,1
1259,252,277,11,2.4,27,0.9,1796,-14.7,0.47,0.0,0.0,3,1,1
1260,252,323,12,3.9,28,0.9,1383,-12.9,0.6,0.0,0.0,3,1,1
1261,252,281,13,3.9,33,0.6,1249,-10.9,0.19,0.0,0.0,3,1,1
1262,252,249,14,3.3,73,0.4,744,-1.0,0.11,0.0,0.0,3,1,1
1263,252,63,15,3.6,69,1.8,655,-1.5,0.17,0.0,0.0,3,1,1
1264,252,18,16,2.0,87,1.9,140,0.0,0.03,0.0,0.0,3,1,1
1265,252,43,17,1.3,93,1.2,81,0.2,0.03,0.0,0.2,3,1,1
1266,252,170,18,1.1,96,3.0,187,0.5,0.0,3.3,1.0,3,1,1
1267,252,167,19,-0.1,88,3.2,582,-1.8,0.0,0.0,1.0,3,1,1
1268,252,181,20,-0.8,85,2.9,836,-3.0,0.0,0.0,1.0,3,1,1
1269,252,187,21,-1.8,85,2.9,590,-3.9,0.0,0.0,1.0,3,1,1
1270,252,170,22,-3.2,81,3.9,492,-6.0,0.0,0.0,1.0,3,1,1
1271,252,139,23,-4.2,79,2.9,554,-7.3,0.0,0.0,1.0,3,1,1
1272,264,96,0,-5.3,77,3.8,894,-8.7,0.0,0.0,1.0,3,1,1
1273,264,120,1,-6.0,76,3.1,1178,-9.5,0.0,0.0,1.0,3,1,1
1274,264,75,2,-7.5,65,3.9,2000,-12.9,0.0,0.0,1.0,3,1,1
1275,264,55,3,-8.6,68,3.3,2000,-13.4,0.0,0.0,1.0,3,1,1
1276,264,45,4,-9.5,49,4.3,2000,-18.2,0.0,0.0,1.0,3,1,1
1277,264,44,5,-10.5,46,3.0,2000,-19.9,0.0,0.0,1.0,3,1,1
1278,264,84,6,-11.5,47,3.2,2000,-20.5,0.0,0.0,1.0,3,1,1
1279,264,211,7,-12.5,41,4.5,2000,-23.0,0.0,0.0,1.0,3,1,1
1280,264,423,8,-13.0,41,4.0,2000,-23.5,0.0,0.0,1.0,3,1,1
1281,264,228,9,-13.3,36,3.5,2000,-25.2,0.19,0.0,1.0,3,1,1
1282,264,132,10,-12.1,34,3.5,1968,-24.8,0.62,0.0,1.0,3,1,1
1283,264,184,11,-11.7,27,4.0,1935,-26.9,0.94,0.0,1.0,3,1,1
1284,264,180,12,-11.3,27,3.7,1955,-26.6,1.18,0.0,1.0,3,1,1
1285,264,189,13,-11.0,27,4.0,1959,-26.3,1.26,0.0,1.0,3,1,1
1286,264,169,14,-10.4,30,4.3,2000,-24.6,1.22,0.0,1.0,3,1,1
1287,264,181,15,-9.7,32,3.6,2000,-23.3,1.04,0.0,1.0,3,1,1
1288,264,181,16,-10.1,34,4.3,2000,-23.0,0.74,0.0,1.0,3,1,1
1289,264,239,17,-10.6,38,3.5,2000,-22.2,0.38,0.0,0.9,3,1,1
1290,264,351,18,-11.5,43,2.4,2000,-21.6,0.05,0.0,0.9,3,1,1
1291,264,248,19,-12.0,47,3.2,2000,-21.0,0.0,0.0,0.9,3,1,1
1292,264,178,20,-12.5,52,3.0,2000,-20.3,0.0,0.0,0.9,3,1,1
1293,264,145,21,-13.2,49,4.1,2000,-21.6,0.0,0.0,0.9,3,1,1
1294,264,117,22,-13.9,45,4.0,2000,-23.2,0.0,0.0,0.9,3,1,1
1295,264,106,23,-14.3,38,4.0,2000,-25.5,0.0,0.0,0.9,3,1,1
1296,276,90,0,-14.6,34,3.9,2000,-27.0,0.0,0.0,0.9,3,1,1
1297,276,89,1,-15.0,31,2.5,2000,-28.3,0.0,0.0,0.9,3,1,1
1298,276,50,2,-15.2,32,3.1,2000,-28.2,0.0,0.0,0.9,3,1,1
1299,276,32,3,-15.2,30,3.4,2000,-28.9,0.0,0.0,0.9,3,1,1
1300,276,24,4,-15.4,30,2.5,2000,-29.1,0.0,0.0,0.9,3,1,1
1301,276,34,5,-15.6,29,3.7,2000,-29.6,0.0,0.0,0.9,3,1,1
1302,276,71,6,-15.7,29,2.5,2000,-29.7,0.0,0.0,0.9,3,1,1
1303,276,164,7,-15.9,30,3.0,2000,-29.5,0.0,0.0,0.9,3,1,1
1304,276,364,8,-16.2,30,1.6,2000,-29.8,0.0,0.0,0.9,3,1,1
1305,276,192,9,-15.8,27,3.4,2000,-30.5,0.2,0.0,0.9,3,1,1
1306,276,90,10,-14.5,24,4.6,1902,-30.6,0.61,0.0,0.9,3,1,1
1307,276,124,11,-13.1,25,3.8,1964,-29.0,0.96,0.0,0.9,3,1,1
1308,276,121,12,-12.2,26,4.0,2000,-27.8,1.17,0.0,0.9,3,1,1
1309,276,140,13,-12.0,25,6.0,1887,-28.0,1.27,0.0,0.9,3,1,1
1310,276,125,14,-11.1,26,3.8,1980,-26.8,1.25,0.0,0.8,3,1,1
1311,276,149,15,-10.8,29,3.8,2000,-25.4,1.06,0.0,0.7,3,1,1
1312,276,124,16,-11.2,30,4.7,2000,-25.3,0.77,0.0,0.7,3,1,1
1313,276,203,17,-11.8,26,3.5,2000,-27.4,0.39,0.0,0.7,3,1,1
1314,276,297,18,-13.0,29,3.4,2000,-27.3,0.05,0.0,0.7,3,1,1
1315,276,211,19,-13.8,32,2.2,2000,-26.9,0.0,0.0,0.7,3,1,1
1316,276,125,20,-14.3,37,1.3,2000,-25.8,0.0,0.0,0.7,3,1,1
1317,276,132,21,-14.7,40,3.2,1933,-25.3,0.0,0.0,0.7,3,1,1
1318,276,121,22,-15.2,45,4.0,2000,-24.4,0.0,0.0,0.7,3,1,1
1319,276,82,23,-15.7,43,3.6,2000,-25.4,0.0,0.0,0.7,3,1,1
1320,288,78,0,-15.9,43,3.8,2000,-25.6,0.0,0.0,0.7,3,1,1
1321,288,68,1,-16.1,42,2.2,2000,-26.0,0.0,0.0,0.7,3,1,1
1322,288,60,2,-16.0,42,1.3,2000,-25.9,0.0,0.0,0.7,3,1,1
